<TagsetFile>
./tagset.dat
</TagsetFile>
<UnknownTags>
amentom 2 NCMSI0 1 NCMPD0 1
mpi 2 NCMPI0 1 NCFSL0 1
danski 6 AGPMSAY 2 AGPMSNY 3 AGPFSL0 1
mral 4 VMPP0SM0 1 VMEP0SM0 3
toteka 2 NCFSN0 2
rožke 2 NCMPA0 2
najdeta 2 VMER3D00 1 VMER2D00 1
očel 11 VMBP0SM0 11
olic 2 NCFPG0 2
glasilke 2 NCFPA0 2
spolu 2 NCMSL0 1 NCMSD0 1
petala 5 VMEP0SF0 3 VMPP0DM0 1 VMPP0SF0 1
sveče 2 NCFPA0 2
onček 10 NCMSN0 4 NCMSAN 6
odšteli 2 VMEP0PM0 2
laništvu 4 NCNSL0 4
zgode 2 NCFPA0 2
vrvi 7 NCFSG0 4 NCFPG0 1 NCFSL0 1 NCFPA0 1
oran 25 NCFPG0 3 NPMSN0 22
ončnemu 2 AGPMSD0 2
netke 10 NCMPA0 8 NPFPA0 1 NPFPN0 1
anša 13 NPMSN0 13
mpol 4 NPMSN0 4
ikarske 2 AGPFSG0 1 AGPFPN0 1
sedu 3 NCMSL0 1 NCMSD0 2
čevala 13 VMEP0SF0 1 VMBP0SF0 1 VMPP0DM0 3 NCNPN0 1 NCNPA0 1 VMPP0SF0 6
proteini 2 NCMPN0 2
premalo 40 RGP 40
ratske 2 AGPFSG0 2
dite 76 VMPM2P00 5 VMPR2P00 7 VMBM2P00 3 NCMPA0 1 VMEM2P00 23 VMBR2P00 5 VA0M2P00 12 VMER2P00 20
bjekti 9 NCMPI0 2 NCMPN0 7
amenjava 5 NCFSN0 5
lavirske 3 AGPFPA0 1 AGPFPN0 1 AGPMPA0 1
jeziku 26 NCMSL0 25 NCMSD0 1
razvojno 4 AGPNSN0 1 AGPFSI0 1 AGPFSA0 2
vlačne 3 AGPFSG0 1 AGPFPN0 2
arku 20 NPMSD0 1 NCMSL0 17 NPMSL0 2
jučitve 5 NCFSG0 5
ločanjem 3 NCNSI0 3
režicah 6 NPFPL0 6
zozemsko 5 AGPNSN0 1 NPFSA0 2 AGPFSI0 1 AGPNSA0 1
anc 37 NCFPG0 8 NPMSN0 29
avzven 4 RGP 4
eji 82 VMER3S00 1 NPFSL0 3 VMPR3S00 7 NCMPI0 4 NCMPN0 6 NCFSL0 58 NPMSN0 1 NPFSD0 1 NCFDN0 1
alovih 2 NCMPL0 2
ljivosti 61 NCFSG0 29 NCFSD0 3 NCFPG0 5 NCFSL0 9 NCFPA0 10 NCFPN0 5
dališča 9 NCNSG0 7 NCNPN0 1 NCNPA0 1
dkriva 6 VMPR3S00 6
emljala 5 VMPP0DM0 1 VMPP0SF0 4
prstan 5 NCMSN0 1 NCMSAN 4
aležnost 2 NCFSN0 1 NCFSA0 1
dernizmu 2 NCMSL0 2
menljiva 3 AGPFSN0 2 AGPNPA0 1
okončno 31 AGPFSA0 5 RGP 26
astanka 10 NCMSG0 10
ogrela 3 VMEP0SF0 3
novinec 2 NCMSN0 2
domačem 18 AGPMSL0 8 AGPNSL0 10
cnil 2 VMEP0SM0 2
stereo 2 NCMSN0 2
tarela 3 VMEP0SF0 1 APPFSN0 2
trajale 2 VMPP0PF0 2
licist 10 NCMSN0 10
češ 46 VMER2S00 2 VMPR2S0N 3 VMPR2S00 3 VMPR2S0Y 2
mirne 3 AGPFSG0 3
ating 2 XF 1 NCMSAN 1
vičeno 14 AGPNSN0 1 APPNSN0 3 APPFSI0 1 RGP 9
ožo 33 NCFSI0 5 NPMSN0 1 NCFSA0 27
nuela 2 NPFSN0 1 NPMSAY 1
ijač 8 NCMSN0 1 NCFPG0 7
narediti 35 VMEN0000 35
arjevem 15 ASPNSL0 4 ASPMSL0 11
odpisu 2 NCMSL0 2
ivim 25 AGPFPD0 1 AGPMSI0 12 VMER1S00 1 AGPMPD0 3 AGPNPD0 1 VMPR1S00 3 AGPNSI0 4
ratko 24 AGPFSI0 1 AGPFSA0 6 AGPNSA0 13 RGP 4
orekati 2 VMPN0000 2
nijaste 2 AGPFSG0 2
staršema 2 NCMDD0 1 NCMDI0 1
